access_code,access_days_time,access_detail_code,cards_accepted,date_last_confirmed,expected_date,fuel_type_code,groups_with_access_code,id,open_date,owner_type_code,status_code,station_name,station_phone,updated_at,facility_type,geocode_status,latitude,longitude,city,intersection_directions,plus4,state,street_address,zip,country,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network,ev_network_web,ev_other_evse,ev_pricing,ev_renewable_source,ev_network_ids,federal_agency
public,24 hours daily,,,2020-01-27,,ELEC,Public,99450,,,E,HOLMES PARK,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.7429773,-79.1737335,Pittsboro,PITTSBORO 1; Station is located in the parking lot of Mary Holmes Park. ,,NC,304 Old Rock Springs Cemetery Rd Mary Hayes Barber Holmes Park,27312,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:452521'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,99648,,,E,FOUR COUNTY EMC,888-758-4389,2020-01-27T10:14:46Z,,GPS,34.756467,-77.9480038,Wallace,MAD BOAR FCEMC; In parking lot across from the Mad Boar restaurant. ,,NC,116 River Village Pl,28466,US,"['CHADEMO', 'J1772COMBO']",2.0,,,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:230861'], 'ports': ['1']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,99678,,,E,DCC DECK,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.2117934,-80.8616846,Charlotte,PREFERRED PKNG; First floor opposite side from the entrance,,NC,1916 Doggett St,28203,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time. $0 per hour for the first 1 hour, and $4 per additional hour",,"{'posts': ['1:167207'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,99756,,,E,DILLON STATION,888-758-4389,2020-01-27T10:14:46Z,,200-9,35.777823,-78.645607,Raleigh,"STATION1; Garage Level 2
STATION2; In Garage Level 2",,NC,223 S West St,27603,US,['J1772'],,,4.0,ChargePoint Network,http://www.chargepoint.com/,,$1 per hour,,"{'posts': ['1:373771', '1:373841'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,99782,,,E,WEINSTEIN,888-758-4389,2020-01-27T10:14:46Z,,GPS,36.0111012,-78.9464457,Durham,BELMONT 1; -,,NC,Belmont Lake Loop,27705,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,$2.5 per kWh,,"{'posts': ['1:587471'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,99819,,,E,WEINSTEIN,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.8211395,-78.859447,Cary,CARPENTER1,,NC,2074 Geddy House Ln,27519,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,$2.5 per kWh,,"{'posts': ['1:587421'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,99824,,,E,HENDRICK CORP,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.1846883,-80.7632522,Charlotte,STATION 02; -,,NC,6030 East Independence Blvd.,28212,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:449791'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,99843,,,E,WEINSTEIN,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.8576579,-78.8967299,Cary,TRIANGLE1,,NC,1200 Pickett Branch Rd,27519,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,$2.5 per kWh,,"{'posts': ['1:591891'], 'ports': ['1', '2']}",
public,12pm-6pm daily,,,2019-10-04,,ELEC,Public,99958,2018-05-14,P,E,Grove Winery,336-584-4060,2020-01-21T18:34:38Z,BREWERY_DISTILLERY_WINERY,200-9,36.217492,-79.554133,Gibsonville,,,NC,7360 Brooks Bridge Rd,27249,US,['J1772'],,,1.0,Non-Networked,,,Free,,,
public,24 hours daily,,,2020-01-27,,ELEC,Public,99977,,,E,WEINSTEIN,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.9104975,-78.787751,Raleigh,BRIER1,,NC,8200 Stonebrook Terrace,27617,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,$2.5 per kWh,,"{'posts': ['1:595741'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,99978,,,E,WEINSTEIN,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.8283133,-78.8825728,Cary,PANTHER1,,NC,2000 Alexan Dr,27519,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,$2.5 per kWh,,"{'posts': ['1:595131'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,99997,,,E,HAMPTON  INN,888-758-4389,2020-01-27T10:14:46Z,,GPS,36.3930985,-80.7862566,Elkin,SUITES DOBSON,,NC,150 Charlestowne Dr,28621,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,$1 per hour,,"{'posts': ['1:481891'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,100044,,,E,WEINSTEIN,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.3755228,-80.7202049,Concord,CONCORD1,,NC,611 Blue Sky Dr,28027,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,$2.5 per kWh,,"{'posts': ['1:601041'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,100336,,,E,JLR CARY,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.7396501,-78.8149251,Cary,LEITH 1 - FRONT; Left side of showroom,,NC,1000 Autopark Blvd,27511,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:512131'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,100397,,,E,SYEMC,888-758-4389,2020-01-27T10:14:46Z,,GPS,36.388179,-80.718715,Dobson,HQ,,NC,510 S Main St,27017,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:587151'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,100413,,,E,BUILDINGB1,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.5110962,-80.8476618,Davidson,EV STATION 03; Only for Ingersoll Rand Employees,,NC,Ingersoll-Rand Rd,28036,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:559351'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,100415,,,E,BUILDINGB1,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.5116916,-80.8514294,Davidson,EV STATION 04; Building E - Only for Ingersoll Rand Employees,,NC,800 Beaty St,28036,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:479441'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,100419,,,E,BUILDINGB1,888-758-4389,2020-01-27T10:14:46Z,,200-9,35.510364,-80.851064,Davidson,"EV STATION 01; Only for Ingersoll Rand Employees
EV STATION 02; Only for Ingersoll Rand Employees",,NC,751 Beaty St,28036,US,['J1772'],,,4.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:371651', '1:371681'], 'ports': ['1', '2']}",
public,24 hours daily,,,2019-10-04,,ELEC,Public,100482,2018-08-01,P,E,Ingles Market,828-524-9321,2020-01-21T18:34:38Z,GROCERY,GPS,35.156931,-83.392158,Franklin,Located in front and to the left of the store entrance,,NC,1257 Georgia Rd,28734,US,['J1772'],,,3.0,Non-Networked,,,,,,
public,24 hours daily,,,2019-10-04,,ELEC,Public,100483,2018-08-01,P,E,The Factory - Franklin,828-349-8888,2020-01-21T18:34:38Z,OTHER_ENTERTAINMENT,GPS,35.160381,-83.389547,Franklin,,,NC,1024 Georgia Rd,28734,US,['J1772'],,,4.0,Non-Networked,,,Free,,,
public,24 hours daily; for guest use only,,,2019-10-04,,ELEC,Public,100484,2018-08-01,P,E,The Inn on Biltmore Estate,828-225-1625,2020-01-21T18:34:38Z,INN,200-8,35.5568,-82.577065,Asheville,Located in the guest parking lot,,NC,1 Antler Hill Rd,28803,US,['J1772'],,,2.0,Non-Networked,,,Free,,,
public,24 hours daily; for guest use only,,,2019-10-04,,ELEC,Public,100485,2018-08-01,P,E,Village Hotel on Biltmore Estate,828-225-1362,2020-01-21T18:34:38Z,HOTEL,GPS,35.554142,-82.582147,Asheville,Located in the hotel overnight guest parking area,,NC,207 Dairy Rd,28803,US,['J1772'],,,1.0,Non-Networked,,,Free,,,
public,24 hours daily,,,2020-01-27,,ELEC,Public,100567,,,E,MARKET ST DECK,888-758-4389,2020-01-27T10:14:46Z,,GPS,34.2359745,-77.9478457,Wilmington,EV STATION 01; Lower level of parking garage on right side as soon as you enter parking garage ,,NC,11 N 2nd St,28401,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:620771'], 'ports': ['1', '2']}",
public,24 hours daily; for Tesla use only,,,2019-12-12,,ELEC,Public,102268,2015-12-19,P,E,Asheville Outlets - Tesla Supercharger,877-798-3752,2020-01-21T18:34:38Z,,200-9,35.5293,-82.604791,Asheville,,,NC,800 Brevard Road,28806,US,['TESLA'],8.0,,,Tesla,http://www.teslamotors.com/supercharger,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,{'station': ['2370']},
public,24 hours daily; for Tesla use only,,,2019-12-12,,ELEC,Public,102269,2013-10-31,P,E,Alamance Crossing - Tesla Supercharger,877-798-3752,2020-01-21T18:34:38Z,,200-9,36.069431,-79.510237,Burlington,,,NC,1080 Piper Ln,27215,US,['TESLA'],8.0,,,Tesla,http://www.teslamotors.com/supercharger,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,{'station': ['2371']},
public,24 hours daily; for Tesla use only,,,2019-12-12,,ELEC,Public,102270,2015-03-01,P,E,Cochran Commons - Tesla Supercharger,877-798-3752,2020-01-21T18:34:38Z,,200-9,35.341286,-80.765445,Charlotte,,,NC,2720 W Mallard Creek Church Rd,28262,US,['TESLA'],8.0,,,Tesla,http://www.teslamotors.com/supercharger,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,{'station': ['2372']},
public,24 hours daily; for Tesla use only,,,2019-12-12,,ELEC,Public,102271,2018-07-23,P,E,DoubleTree by Hilton Hotel - Tesla Supercharger,877-798-3752,2020-01-21T18:34:38Z,,200-8,35.00798,-78.823492,Fayetteville,,,NC,1965 Cedar Creek Road,28312,US,['TESLA'],16.0,,,Tesla,http://www.teslamotors.com/supercharger,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,{'station': ['3616']},
public,24 hours daily; for Tesla use only,,,2019-12-12,,ELEC,Public,102272,2018-07-23,P,E,Sheetz - Tesla Supercharger,877-798-3752,2020-01-21T18:34:38Z,,200-9,36.059276,-79.908666,Greensboro,,,NC,5421 Hornaday Road,27407,US,['TESLA'],8.0,,,Tesla,http://www.teslamotors.com/supercharger,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,{'station': ['3476']},
public,24 hours daily; for Tesla use only,,,2019-12-12,,ELEC,Public,102273,2018-07-23,P,E,Sheetz - Tesla Supercharger,877-798-3752,2020-01-21T18:34:38Z,,GPS,35.7061936435881,-81.2948959682006,Hickory,,,NC,2191 13th Avenue Drive SE,28602,US,['TESLA'],8.0,,,Tesla,http://www.teslamotors.com/supercharger,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,{'station': ['4152']},
public,24 hours daily; for Tesla use only,,,2019-12-12,,ELEC,Public,102274,2014-01-01,P,E,Texas Steakhouse and Saloon - Lumberton - Tesla Supercharger,877-798-3752,2020-01-21T18:34:38Z,,200-9,34.667229,-79.002434,Lumberton,,,NC,5093 Fayetteville Rd.,28358,US,['TESLA'],8.0,,,Tesla,http://www.teslamotors.com/supercharger,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,{'station': ['2374']},
public,24 hours daily; for Tesla use only,,,2019-12-12,,ELEC,Public,102276,2017-11-01,P,E,North Hills - Tesla Supercharger,877-798-3752,2020-01-21T18:34:38Z,,GPS,35.835539,-78.643001,Raleigh,,,NC,Lassiter at North Hills Ave,27609,US,['TESLA'],12.0,,,Tesla,http://www.teslamotors.com/supercharger,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,{'station': ['3489']},
public,24 hours daily; for Tesla use only,,,2019-12-12,,ELEC,Public,102277,2013-12-15,P,E,DoubleTree Rocky Mount - Tesla Supercharger,877-798-3752,2020-01-21T18:34:38Z,,200-8,35.974046,-77.848021,Rocky Mount,,,NC,651 N. Winstead Avenue,27804,US,['TESLA'],8.0,,,Tesla,http://www.teslamotors.com/supercharger,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,{'station': ['2376']},
public,24 hours daily; for Tesla use only,,,2019-12-12,,ELEC,Public,102278,2018-07-23,P,E,Mad Boar Restaurant - Tesla Supercharger,877-798-3752,2020-01-21T18:34:38Z,,200-9,34.756957,-77.948066,Wallace,,,NC,111 River Village Place,28466,US,['TESLA'],8.0,,,Tesla,http://www.teslamotors.com/supercharger,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,{'station': ['4982']},
public,24 hours daily; for Tesla use only,,,2019-12-12,,ELEC,Public,102279,2017-09-01,P,E,Mayfaire Town Center - Tesla Supercharger,877-798-3752,2020-01-21T18:34:38Z,,200-9,34.243646,-77.830515,Wilmington,,,NC,6835 Conservation Way,28405,US,['TESLA'],10.0,,,Tesla,http://www.teslamotors.com/supercharger,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,{'station': ['2379']},
public,24 hours daily,,,2020-01-27,,ELEC,Public,102664,,,E,CAPE HATTERAS,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.5836421,-75.4673704,Rodanthe,WAVES SHOPS; Near Main Entrance to Waves Village Watersports Resort,,NC,24798 NC-12,27968,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour, and $10 per additional hour, $0.14 per kWh",,"{'posts': ['1:415631'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,102675,,,E,CAPE HATTERAS,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.2076356,-75.701494,Hatteras,HATTERAS; Near NC Ferry Terminal in Hatteras Landing Parking Area,,NC,59063 NC-12,27953,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time and kWh used. $0 per hour, and $10 per additional hour, $0.14 per kWh",,"{'posts': ['1:415591'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,102678,,,E,SWC STATION 3&4,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.6521409,-78.7060333,Raleigh,WAKE TECH COLLE; Parking lot off Chandler Ridge Circle,,NC,4400 Chandler Ridge Cir Wake Tech College,27603,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:264071'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,102702,,,E,COCPARKING,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.4102422,-80.5820501,Concord,STATION 1; First floor of public deck,,NC,28 Cabarrus Ave W,28025,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:628441'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,102938,,,E,CLT AIRPORT,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.2303,-80.8443,Charlotte,"BUS. VALET 05; Inside Buisness Valet 1 Parking Deck, Level 2",,NC,325 W 6th St,28202,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:622761'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,103069,,,E,MCH EV STATIONS,888-758-4389,2020-01-27T10:14:46Z,,GPS,36.0937241,-79.7877463,Greensboro,"DOCTORS DECK
DOCTORS DECK 2",,NC,200 Tankersley Dr,27401,US,['J1772'],,,4.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:612991', '1:627921'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,104039,,,E,HIGHWOODS,888-758-4389,2020-01-27T10:14:46Z,,200-8,35.792361,-78.739783,Raleigh,"751 CORP EV 1; On side of the new 751 building
751 CORP EV 2; Back of Building",,NC,751 Corporate Center Drive,27607,US,['J1772'],,,4.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time. $1 per hour for the first 4 hours, and $5 per additional hour",,"{'posts': ['1:222076', '1:222092'], 'ports': ['1', '2']}",
public,24 hours daily,,,2019-10-04,,ELEC,Public,104139,2016-10-01,P,E,The Veranda,919-969-7301,2020-01-21T18:34:38Z,SHOPPING_CENTER,GPS,35.821493,-79.086953,Chapel Hill,,,NC,58 Chapelton Ct,27516,US,['J1772'],,,2.0,Non-Networked,,,Free,,,
public,9am-7pm daily; for customer use only,,,2019-10-04,,ELEC,Public,104145,2018-10-01,P,E,Sierra Nevada Brewery,828-681-5330,2020-01-21T18:34:38Z,BREWERY_DISTILLERY_WINERY,GPS,35.430833,-82.553153,Mills River,Located in the parking lot in front of the brewery,,NC,100 Sierra Nevada Way,28732,US,['J1772'],,,2.0,Non-Networked,,,Free,,,
private,Employee use only,,,2019-06-06,,ELEC,Private,104202,2011-12-31,P,E,Secure Parking - BAC Parking Deck,704-331-0055,2020-01-21T18:34:38Z,PAY_GARAGE,200-9,35.226655,-80.840749,Charlotte,2nd floor of parking deck,,NC,150 N College St,28202,US,['J1772'],,,2.0,Non-Networked,,,,,,
public,7am-10pm daily,,,2019-10-04,,ELEC,Public,104306,2018-01-01,LG,E,Town of Elkin - Farmers Market,336-258-8908,2020-01-21T18:34:38Z,STREET_PARKING,200-9,36.245222,-80.850472,Elkin,,,NC,101 E Market St,28621,US,['J1772'],,,1.0,Non-Networked,,,Free,,,
public,7am-10pm daily,,,2019-10-04,,ELEC,Public,104307,2018-09-01,LG,E,Town of Elkin - Heritage and Trails Center,336-526-1111,2020-01-21T18:34:38Z,MUNI_GOV,200-9,36.242635,-80.851461,Elkin,,,NC,257 Standard St,28621,US,['J1772'],,,1.0,Non-Networked,,,Free,,,
public,7am-10pm daily,,,2019-10-04,,ELEC,Public,104308,2017-01-01,LG,E,Town of Elkin - Recreation Center,336-258-8917,2020-01-21T18:34:38Z,MUNI_GOV,200-8,36.247855,-80.855906,Elkin,,,NC,399 NC Highway 268 W,28621,US,['J1772'],,,2.0,Non-Networked,,,Free,,,
public,24 hours daily,,,2020-01-27,,ELEC,Public,104433,,,E,WAKE EMC,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.9473226,-78.5050003,Wake Forest,BEXLEY HERITAGE; Bexley at heritage apartments turn left into complex charger is on the left ,,NC,916 Sugar Gap Road,27587,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,$0.1 per kWh,,"{'posts': ['1:687561'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,104489,,,E,FLOWJLR,888-758-4389,2020-01-27T10:14:46Z,,200-8,36.058572,-79.902895,Greensboro,"DC FAST 01
DC FAST 02
SERVICE 1
SHOP 01
SHOP 02
SHOP 03",,NC,1205 Bridford Pkwy,27407,US,"['J1772', 'J1772COMBO']",2.0,,5.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:316681', '1:338251', '1:548451', '1:596101', '1:596131', '1:596151'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,104534,,,E,GASTONIA,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.2625105,-81.1839772,Gastonia,SOUTH ST 1,,NC,181 S South St,28052,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:690021'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,104562,,,E,BUILDINGB1,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.5127702,-80.852631,Davidson,EV STATION 05; Building A Parking Lot,,NC,800 Beaty St Building A,28036,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:475521'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,104930,,,E,PARK CENTRAL,888-758-4389,2020-01-27T10:14:46Z,,200-8,35.836089,-78.637367,Raleigh,"PC STATION 1; 2nd floor parking deck
PC STATION 2; 2nd floor parking deck",,NC,200 Park at N Hills St,27609,US,['J1772'],,,3.0,ChargePoint Network,http://www.chargepoint.com/,,"Pricing is based on length of time. $0.5 per hour, and $1.5 per additional hour",,"{'posts': ['1:415301', '1:440211'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,104963,,,E,BARBOUR HENDRIC,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.5705631,-77.4014694,Greenville,SHOP 01; Inside mechanics bay middle right side,,NC,3300 S Memorial Dr,27834,US,['J1772'],,,1.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:686491'], 'ports': ['1']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,105024,,,E,PITTSBORO,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.7202824,-79.165817,Pittsboro,TOWN HALL; Located in front parking lot of the Pittsboro town hall. ,,NC,635 East St Town Hall,27312,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:680831'], 'ports': ['1', '2']}",
public,24 hours daily,,,2020-01-27,,ELEC,Public,105149,,,E,VMC,888-758-4389,2020-01-27T10:14:46Z,,GPS,35.6078747,-77.4072255,Greenville,VIDANT HEALTH,,NC,365 Emergency Dr,27834,US,['J1772'],,,2.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:180893'], 'ports': ['1', '2']}",
public,24 hours daily,,,2019-10-04,,ELEC,Public,105189,2017-12-01,P,E,Penguin Place,919-674-2990,2020-01-21T18:34:38Z,SHOPPING_CENTER,GPS,35.7213045825835,-79.1774531098786,Pittsboro,,,NC,35 Suttles Rd,27312,US,['J1772'],,,1.0,Non-Networked,,,Free,,,
public,24 hours daily,,,2020-01-27,,ELEC,Public,105429,,,E,JLR CHARLOTTE,888-758-4389,2020-01-27T10:14:46Z,,200-9,35.166436,-80.743218,Charlotte,"DC FAST 01
SHOP 01; Station Located In Service Bay",,NC,6940 E Independence Blvd,28212,US,"['J1772', 'J1772COMBO']",1.0,,1.0,ChargePoint Network,http://www.chargepoint.com/,,Free,,"{'posts': ['1:681771', '1:767461'], 'ports': ['1']}",
public,24 hours daily; for Tesla use only; for customer use only,,,2019-09-30,,ELEC,Public,114639,2016-10-01,P,E,Bunn House Boutique Hotel - Tesla Destination,828-333-8700  877-798-3752,2019-12-23T15:27:39Z,HOTEL,200-9,35.601593,-82.549245,Asheville,,,NC,15 Clayton St,28801,US,"['J1772', 'TESLA']",,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,{'station': ['11979']},
public,24 hours daily; for Tesla use only; pay lot; see valet for access,,,2019-09-30,,ELEC,Public,114640,2016-12-15,P,E,Hyatt Place Downtown Asheville - Tesla Destination,828-505-8500  877-798-3752,2019-12-23T15:27:39Z,HOTEL,200-9,35.595821,-82.560312,Asheville,,,NC,199 Haywood St,28801,US,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,{'station': ['13629']},
public,24 hours daily; for Tesla use only; for customer use only; see valet for access,,,2019-09-30,,ELEC,Public,114641,2016-02-01,P,E,The Omni Grove Park Inn - Tesla Destination,828-252-2711  877-798-3752,2019-12-23T15:27:39Z,HOTEL,200-8,35.618995,-82.541464,Asheville,,,NC,290 Macon Ave,28804,US,['TESLA'],,,2.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,{'station': ['1081']},
public,24 hours daily; for Tesla use only; see front desk for access,,,2019-09-30,,ELEC,Public,114642,2015-10-01,P,E,"Albemarle Inn, a Select Registry Property - Tesla Destination",828-255-0027  877-798-3752,2019-12-23T15:27:39Z,INN,200-9,35.614681,-82.541903,Asheville,,,NC,86 Edgemont Rd,28801,US,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,{'station': ['4616']},
public,24 hours daily; for Tesla use only; for customer use only; see valet for access,,,2019-09-30,,ELEC,Public,114643,2016-12-15,P,E,Grand Bohemian Hotel Asheville - Tesla Destination,828-505-2949  877-798-3752,2019-12-23T15:27:39Z,HOTEL,200-9,35.566854,-82.54403,Asheville,,,NC,11 Boston Wy,28803,US,"['J1772', 'TESLA']",,,3.0,Tesla Destination,https://www.tesla.com/destination-charging,,Free,,{'station': ['15208']},
